State,District,Latitude,Longitude,District code,State name,District name,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,Male_SC,Female_SC,ST,Male_ST,Female_ST,Workers,Male_Workers,Female_Workers,Main_Workers,Marginal_Workers,Non_Workers,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,sex_ratio,literacy_rate
Andhra Pradesh,Adilabad,19.284513950073435,78.81321233480176,532,ANDHRA PRADESH,Adilabad,2741239,1369597,1371642,1483347,856350,626997,488596,242844,245752,495794,247472,248322,1323667,748939,574728,1066460,257207,1417572,363737,484912,84661,390357,2399901,275970,15422,1377,25510,617,322,22120,100.0,54.0
Andhra Pradesh,Anantapur,14.312065561843148,77.4601584478577,553,ANDHRA PRADESH,Anantapur,4081148,2064495,2016653,2310960,1338474,972486,583135,292379,290756,154127,78573,75554,2036166,1208544,827622,1679655,356511,2044982,413253,879537,105343,638033,3599372,443456,20463,932,341,1417,309,14858,98.0,57.0
Andhra Pradesh,Chittoor,13.33109263067696,78.92763898886037,554,ANDHRA PRADESH,Chittoor,4174064,2090204,2083860,2667878,1484794,1183084,785760,389582,396178,159165,79756,79409,1933357,1202223,731134,1669852,263505,2240707,434544,748093,57269,693451,3737588,397870,24129,867,253,1322,358,11677,100.0,64.0
Andhra Pradesh,East Godavari,16.782718320784902,82.2432074720511,545,ANDHRA PRADESH,East Godavari,5154296,2569688,2584608,3288577,1716933,1571644,945269,468883,476386,213195,104422,108773,2093681,1545831,547850,1748117,345564,3060615,160407,1122046,57853,753375,4983330,77777,77825,738,413,4149,403,9661,101.0,64.0
Andhra Pradesh,Guntur,15.884925767634847,80.58657614107885,548,ANDHRA PRADESH,Guntur,4887813,2440521,2447292,2960441,1634726,1325715,957407,476333,481074,247089,125105,121984,2381624,1442370,939254,2106326,275298,2506189,302341,1227956,47436,803891,4217597,559770,89763,764,323,3282,332,15982,100.0,61.0
Andhra Pradesh,Hyderabad,17.38971555555556,78.46668888888888,536,ANDHRA PRADESH,Hyderabad,3943323,2018575,1924748,2892155,1542688,1349467,247927,124313,123614,48937,25556,23381,1413297,1045585,367712,1096081,317216,2530026,28308,23029,46157,1315803,2046051,1713405,87522,11446,1268,19560,1929,62142,95.0,73.0
Andhra Pradesh,Karimnagar,18.515483193277312,79.43765428571413,534,ANDHRA PRADESH,Karimnagar,3776269,1880800,1895469,2206829,1257238,949591,709757,352481,357276,106745,53495,53250,1876768,1049463,827305,1590304,286464,1899501,360390,756859,168340,591179,3491139,244723,24979,2086,332,312,115,12583,101.0,58.0
Andhra Pradesh,Khammam,17.683921325051784,80.67008643892335,541,ANDHRA PRADESH,Khammam,2797370,1390988,1406382,1630234,901640,728594,462896,229905,232991,765565,378532,387033,1410062,802906,607156,1215871,194191,1387308,224972,804537,19799,360754,2595321,158887,33463,655,217,459,539,7829,101.0,58.0
Andhra Pradesh,Krishna,16.143872753151673,81.14805061000413,547,ANDHRA PRADESH,Krishna,4517398,2267375,2250023,3009718,1598959,1410759,871063,435412,435651,132464,66734,65730,2048880,1327299,721581,1744978,303902,2468518,150166,1006976,48444,843294,4023678,307043,145598,1393,863,6320,906,31597,99.0,67.0
Andhra Pradesh,Kurnool,15.43759715142429,77.90086836581717,552,ANDHRA PRADESH,Kurnool,4053463,2039227,2014236,2127161,1246369,880792,737945,370215,367730,82831,42052,40779,2029425,1164122,865303,1757520,271905,2024038,310954,1037302,60791,620378,3328380,670737,33165,737,255,2235,434,17520,99.0,52.0
Andhra Pradesh,Mahbubnagar,16.639546224256293,77.98933089244859,538,ANDHRA PRADESH,Mahbubnagar,4053028,2050386,2002642,1940646,1158386,782260,708954,356099,352855,364269,187035,177234,2082501,1140067,942434,1815643,266858,1970527,569142,931084,57846,524429,3673456,334172,21345,658,290,388,267,22452,98.0,48.0
Andhra Pradesh,Medak,17.889304978038055,78.13778901903379,535,ANDHRA PRADESH,Medak,3033288,1523030,1510258,1637137,953406,683731,537947,266413,271534,168985,86574,82411,1442203,837874,604329,1195494,246709,1591085,353221,571129,67642,450211,2637313,342449,34301,1309,554,457,217,16688,99.0,54.0
Andhra Pradesh,Nalgonda,17.113250515463907,79.16984453608244,539,ANDHRA PRADESH,Nalgonda,3488809,1759772,1729037,2001019,1160757,840262,637385,318359,319026,394279,203876,190403,1741693,976428,765265,1493419,248274,1747116,325224,863131,45124,508214,3249231,188646,35025,937,241,250,132,14347,98.0,57.0
Andhra Pradesh,Nizamabad,18.429485849056604,78.07523490566035,533,ANDHRA PRADESH,Nizamabad,2551335,1250641,1300694,1389810,790214,599596,371074,178798,192276,192941,95679,97262,1261076,684320,576756,1055965,205111,1290259,278102,448281,171311,363382,2123426,391596,19653,2357,1847,542,146,11768,104.0,54.0
Andhra Pradesh,Prakasam,15.489039001601704,80.11665790176184,549,ANDHRA PRADESH,Prakasam,3397448,1714764,1682684,1904435,1107686,796749,787861,397242,390619,151145,76677,74468,1700567,991842,708725,1463508,237059,1696881,280029,889218,42603,488717,3150195,220654,18775,266,97,204,206,7051,98.0,56.0
Andhra Pradesh,Srikakulam,18.570900998697432,84.25874814010675,542,ANDHRA PRADESH,Srikakulam,2703114,1341738,1361376,1495381,857824,637557,255664,125214,130450,166118,81382,84736,1290288,766483,523805,936244,354044,1412826,165317,700833,34479,389659,2666950,9025,18879,193,77,160,106,7724,101.0,55.0
Andhra Pradesh,Vizianagaram,18.28329696032972,83.45982854198873,543,ANDHRA PRADESH,Vizianagaram,2344474,1161477,1182997,1238388,707503,530885,247728,121493,126235,235556,114687,120869,1157962,679289,478673,953215,204747,1186512,212285,557254,27469,360954,2299129,16423,17853,380,114,815,183,9577,102.0,53.0
Andhra Pradesh,Warangal,18.01752608695651,79.87422028985509,540,ANDHRA PRADESH,Warangal,3512576,1759281,1753295,2065023,1179790,885233,616102,307709,308393,530656,268976,261680,1705655,960926,744729,1442197,263458,1806921,401646,758092,43550,502367,3273755,197333,31377,1453,253,569,126,7710,100.0,59.0
Andhra Pradesh,West Godavari,16.63297943925236,81.45912990654196,546,ANDHRA PRADESH,West Godavari,3936966,1964918,1972048,2652389,1379223,1273166,811698,403693,408005,109072,53367,55705,1773112,1199338,573774,1534166,238946,2163854,155275,1061787,33861,522189,3733191,86142,109120,288,209,1578,211,6227,100.0,67.0
Arunachal Pradesh,Changlang,27.36048479338845,96.37552644628106,253,ARUNACHAL PRADESH,Changlang,148226,76948,71278,73174,44027,29147,0,0,0,53878,27061,26817,62966,39329,23637,50765,12201,85260,39732,4208,496,18530,47683,2134,35969,94,50381,95,11738,132,93.0,49.0
Arunachal Pradesh,East Kameng,27.371194055944056,93.04741486013997,247,ARUNACHAL PRADESH,East Kameng,78690,38775,39915,38449,21599,16850,0,0,0,72400,35266,37134,31710,16424,15286,27123,4587,46980,21835,1063,273,8539,12333,652,37136,36,452,23,27868,190,103.0,49.0
Arunachal Pradesh,East Siang,28.15382352941176,95.06499226006191,251,ARUNACHAL PRADESH,East Siang,99214,50116,49098,62576,34210,28366,0,0,0,69979,34533,35446,40222,23591,16631,33578,6644,58992,20185,3565,493,15979,27854,2289,18254,69,776,30,49393,549,98.0,63.0
Arunachal Pradesh,Kurung Kumey,28.04853351800553,93.24531994459834,256,ARUNACHAL PRADESH,Kurung Kumey,92076,45318,46758,36606,20258,16348,0,0,0,90764,44459,46305,38044,18429,19615,24372,13672,54032,27417,2947,833,6847,4859,471,51189,43,121,81,34158,1154,103.0,40.0
Arunachal Pradesh,Lohit,27.946785273972623,96.59670770547945,259,ARUNACHAL PRADESH,Lohit,145726,76221,69505,83062,48380,34682,0,0,0,47410,23457,23953,60945,38910,22035,50754,10191,84781,29909,7789,786,22461,99020,3846,10684,210,24452,104,7277,133,91.0,57.0
Arunachal Pradesh,Lower Dibang Valley,28.32651730103806,95.76567335640142,258,ARUNACHAL PRADESH,Lower Dibang Valley,54080,28053,26027,31849,18087,13762,0,0,0,25974,12649,13325,22326,14102,8224,19829,2497,31754,9687,3354,233,9052,28915,2247,9213,33,2932,19,10393,328,93.0,59.0
Arunachal Pradesh,Lower Subansiri,27.70849297297297,93.96226108108112,255,ARUNACHAL PRADESH,Lower Subansiri,83030,41843,41187,54057,29470,24587,0,0,0,72911,35803,37108,30202,17339,12863,22669,7533,52828,13656,1968,435,14143,9551,1482,34402,27,193,13,37085,277,98.0,65.0
Arunachal Pradesh,Papum Pare,27.273529716981127,93.54468183962264,248,ARUNACHAL PRADESH,Papum Pare,176573,89182,87391,121048,65794,55254,0,0,0,117216,56469,60747,65772,41263,24509,51157,14615,110801,14104,1859,1543,48266,57027,6148,84397,310,4768,139,22586,1198,98.0,69.0
Arunachal Pradesh,Tawang,27.680683962264148,91.82504245283016,245,ARUNACHAL PRADESH,Tawang,49977,29151,20826,26073,17720,8353,0,0,0,34811,16770,18041,28561,19554,9007,24430,4131,21416,7631,1581,114,19235,11842,787,776,1164,34920,72,349,67,71.0,52.0
Arunachal Pradesh,Tirap,26.94406229508198,95.41470327868862,254,ARUNACHAL PRADESH,Tirap,111975,57604,54371,47974,29313,18661,0,0,0,98372,49365,49007,50169,27545,22624,44262,5907,61806,35967,1811,836,11555,20682,1103,83361,61,778,43,5325,622,94.0,43.0
Arunachal Pradesh,Upper Siang,28.8309244897959,95.00155765306124,252,ARUNACHAL PRADESH,Upper Siang,35320,18699,16621,18195,10723,7472,0,0,0,28468,14413,14055,17644,9968,7676,14524,3120,17676,9976,804,591,6273,5261,411,5643,27,2577,7,20967,427,89.0,52.0
Arunachal Pradesh,Upper Subansiri,28.277196566523585,93.8991435622318,249,ARUNACHAL PRADESH,Upper Subansiri,83448,41758,41690,45278,24807,20471,0,0,0,78323,38570,39753,33370,17898,15472,25717,7653,50078,21690,1846,481,9353,13474,521,8779,28,297,11,59449,889,100.0,54.0
Arunachal Pradesh,West Kameng,27.46486582278483,92.65015750452083,246,ARUNACHAL PRADESH,West Kameng,83947,46155,37792,48492,29566,18926,0,0,0,46380,22771,23609,42493,28313,14180,34752,7741,41454,14476,1705,801,25511,31265,1970,8466,328,36087,71,5556,204,82.0,58.0
Arunachal Pradesh,West Siang,28.106296920289843,94.53510344202908,250,ARUNACHAL PRADESH,West Siang,112274,58168,54106,64746,36777,27969,0,0,0,92783,45746,47037,49177,29156,20021,43000,6177,63097,28852,1384,298,18643,15881,2218,29969,577,3311,49,60005,264,93.0,58.0
Assam,Barpeta,26.427872264631056,90.97912010178116,303,ASSAM,Barpeta,1693622,867004,826618,897058,499038,398020,95320,49165,46155,27344,13530,13814,561824,445297,116527,439453,122371,1131798,205259,98946,30342,227277,492966,1198036,1020,112,49,399,14,1026,95.0,53.0
Assam,Bongaigaon,26.45012521994133,90.6734296187684,319,ASSAM,Bongaigaon,738804,375818,362986,434078,237114,196964,82784,42513,40271,18835,9377,9458,255806,197542,58264,191671,64135,482998,83442,47406,9485,115473,359145,371033,5924,384,236,871,9,1202,97.0,59.0
Assam,Cachar,24.815570668693017,92.86849650455927,316,ASSAM,Cachar,1736617,886284,850333,1174128,639946,534182,264897,136051,128846,17569,8736,8833,608062,469752,138310,471259,136803,1128555,120356,68664,24466,394576,1038985,654816,37635,280,341,1673,98,2789,96.0,68.0
Assam,Darrang,26.58463215962442,92.04141338028155,325,ASSAM,Darrang,928500,475273,453227,487039,268666,218373,40260,20566,19694,8419,4300,4119,324843,246864,77979,241456,83387,603657,129456,81617,10542,103228,327322,597392,1688,431,57,724,19,867,95.0,52.0
Assam,Dhemaji,27.586533438485816,94.71336908517353,308,ASSAM,Dhemaji,686133,351249,334884,423028,237761,185267,44225,23006,21219,325560,165449,160111,316800,186577,130223,201364,115436,369333,231937,19181,7224,58458,655052,13475,8711,297,911,167,6315,1205,95.0,62.0
Assam,Dibrugarh,27.30612284482757,95.0998282327587,310,ASSAM,Dibrugarh,1326335,676434,649901,884531,491361,393170,58876,30517,28359,102871,51835,51036,560557,368013,192544,391597,168960,765778,135194,61209,14362,349792,1198401,64526,52968,2261,4673,1055,46,2405,96.0,67.0
Assam,Goalpara,26.017277777777807,90.59869891598912,302,ASSAM,Goalpara,1008183,513292,494891,563577,304302,259275,45094,22999,22095,231570,116013,115557,362573,267118,95455,266376,96197,645610,126549,75828,14346,145850,347878,579929,77862,771,194,477,103,969,96.0,56.0
Assam,Golaghat,26.377219709794485,93.82583397823468,313,ASSAM,Golaghat,1066888,543161,523727,721764,396475,325289,62298,31807,30491,111765,56420,55345,479928,309104,170824,331210,148718,586960,190590,66616,15068,207654,917426,90312,50582,1131,3863,530,1347,1697,96.0,68.0
Assam,Hailakandi,24.457496089385486,92.59154664804475,318,ASSAM,Hailakandi,659296,337890,321406,407366,226836,180530,70659,36369,34290,691,354,337,214240,170792,43448,165193,49047,445056,65673,31248,7313,110006,251194,397653,8480,84,490,247,636,512,95.0,62.0
Assam,Jorhat,26.76244824016563,94.30197722567289,312,ASSAM,Jorhat,1092256,556805,535451,794929,432335,362594,88665,45194,43471,139971,70795,69176,498618,320746,177872,338635,159983,593638,145885,53153,31543,268037,1008219,54684,21051,1540,2378,719,578,3087,96.0,73.0
Assam,Kamrup,26.170939452054807,91.58863273972592,321,ASSAM,Kamrup,1517542,778461,739081,995319,550219,445100,107827,55237,52590,182038,92094,89944,628954,428492,200462,421244,207710,888588,185803,99522,69106,274523,877495,601784,33297,319,185,1330,55,3077,95.0,66.0
Assam,Karbi Anglong,26.08966454598031,93.11536570271832,314,ASSAM,Karbi Anglong,956313,490167,466146,557214,314253,242961,44961,23436,21525,538738,272460,266278,383441,246193,137248,260482,122959,572872,223020,60952,9861,89608,766000,20290,157789,370,6260,397,3568,1639,95.0,58.0
Assam,Karimganj,24.69660712250711,92.3679498575498,317,ASSAM,Karimganj,1228686,625864,602822,795297,435942,359355,157890,81384,76506,1940,994,946,399171,319798,79373,293392,105779,829515,94348,67033,17435,220355,521962,692489,11990,114,446,524,110,1051,96.0,65.0
Assam,Kokrajhar,26.497246635730868,90.13997470997688,300,ASSAM,Kokrajhar,887142,452905,434237,489305,275220,214085,29570,15386,14184,278665,139579,139086,341131,236322,104809,253110,88021,546011,156753,56330,12423,115625,529068,252271,101091,93,1718,396,123,2382,96.0,55.0
Assam,Lakhimpur,27.14128805970149,94.0775949253732,307,ASSAM,Lakhimpur,1042137,529674,512463,683486,375552,307934,81840,41689,40151,249426,126716,122710,429995,282250,147745,283533,146462,612142,239377,43922,10983,135713,797130,193476,46217,412,1074,250,2410,1168,97.0,66.0
Assam,Nagaon,26.26462170626351,92.9306191144708,305,ASSAM,Nagaon,2823768,1439112,1384656,1710716,921850,788866,266350,136473,129877,115153,57759,57394,979998,766728,213270,734993,245005,1843770,346123,196174,38122,399579,1225246,1563203,26844,3036,1073,1162,61,3143,96.0,61.0
Assam,Nalbari,26.46323767605632,91.40598521126763,323,ASSAM,Nalbari,771639,396006,375633,531771,293184,238587,60216,30654,29562,23364,11692,11672,267623,210202,57421,196773,70850,504016,58070,34984,19302,155267,491582,277488,429,62,27,1004,9,1038,95.0,69.0
Assam,Sonitpur,26.73514926829268,92.85197804878044,306,ASSAM,Sonitpur,1924110,983904,940206,1108572,620525,488047,109130,55817,53313,232207,117685,114522,770606,537195,233411,558325,212281,1153504,249123,114865,25719,380899,1422824,350536,138166,1363,5088,1003,221,4909,96.0,58.0
Assam,Tinsukia,27.53549291139241,95.69055949367085,309,ASSAM,Tinsukia,1327929,680231,647698,798322,453449,344873,37688,19443,18245,82066,41769,40297,557196,366623,190573,410188,147008,770733,149482,47756,13241,346717,1181347,48373,76877,1999,16228,837,395,1873,95.0,60.0
Bihar,Araria,26.211528119180603,87.30766554934816,209,BIHAR,Araria,2811569,1463333,1348236,1195768,727643,468125,382654,198247,184407,38848,19887,18961,1069893,708391,361502,696410,373483,1741676,222913,691947,24367,130666,1593525,1207442,4116,371,187,1910,63,3955,92.0,43.0
Bihar,Aurangabad,24.774291867469877,84.45986024096379,235,BIHAR,Aurangabad,2540073,1318684,1221389,1466002,868733,597269,612064,316161,295903,1033,500,533,837770,599157,238613,480286,357484,1702303,178525,426096,40652,192497,2291133,237353,2218,295,334,775,19,7946,93.0,58.0
Bihar,Aurangabad,24.774291867469877,84.45986024096379,515,MAHARASHTRA,Aurangabad,3701282,1924469,1776813,2503837,1430936,1072901,539368,277228,262140,143366,73876,69490,1575079,1015864,559215,1446636,128443,2126203,554518,396630,28033,595898,2545438,786677,15991,5142,309093,30981,1005,6955,92.0,68.0
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,235,BIHAR,Aurangabad,2540073,1318684,1221389,1466002,868733,597269,612064,316161,295903,1033,500,533,837770,599157,238613,480286,357484,1702303,178525,426096,40652,192497,2291133,237353,2218,295,334,775,19,7946,93.0,58.0
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,515,MAHARASHTRA,Aurangabad,3701282,1924469,1776813,2503837,1430936,1072901,539368,277228,262140,143366,73876,69490,1575079,1015864,559215,1446636,128443,2126203,554518,396630,28033,595898,2545438,786677,15991,5142,309093,30981,1005,6955,92.0,68.0
Bihar,Banka,24.832355642023337,86.8664916342413,225,BIHAR,Banka,2034763,1067140,967623,965321,590961,374360,247858,129663,118195,90432,45901,44531,771080,517817,253263,374097,396983,1263683,172440,462614,26680,109346,1772655,250925,6138,139,113,94,1035,3664,91.0,47.0
Bihar,Begusarai,25.54302613168723,86.12560144032932,222,BIHAR,Begusarai,2970541,1567660,1402881,1548673,918507,630166,432270,227481,204789,1597,848,749,938182,715345,222837,591811,346371,2032359,146035,430870,58167,303110,2554330,407348,2209,402,229,276,57,5690,89.0,52.0
Bihar,Bhagalpur,25.277192885375477,87.04213814229242,224,BIHAR,Bhagalpur,3037766,1615663,1422103,1573066,937669,635397,318569,169667,148902,67180,35545,31635,983528,740056,243472,534129,449399,2054238,135161,475228,60461,312678,2487866,537098,3556,415,180,1050,32,7569,88.0,52.0
Bihar,Bhojpur,25.50666439393939,84.49407803030304,231,BIHAR,Bhojpur,2728407,1430380,1298027,1599151,973486,625665,425402,222716,202686,13977,7363,6614,822493,640283,182210,512009,310484,1905914,190896,364875,47985,218737,2518216,197819,2165,544,647,1472,48,7496,91.0,59.0
Bihar,Buxar,25.48593018867924,84.08808081760995,232,BIHAR,Buxar,1706352,887977,818375,989807,593544,396263,251737,131821,119916,26824,14102,12722,538322,402180,136142,328547,209775,1168030,132472,251790,26122,127938,1591454,105423,2125,248,5090,97,57,1858,92.0,58.0
Bihar,Darbhanga,26.146187719298258,85.97387352472099,215,BIHAR,Darbhanga,3937385,2059949,1877436,1816634,1125566,691068,615688,322327,293361,2772,1361,1411,1223640,947927,275713,731347,492293,2713745,236673,642115,44846,300006,3042729,881476,3534,832,245,236,101,8232,91.0,46.0
Bihar,Gaya,24.7266541547278,84.94291217765044,236,BIHAR,Gaya,4391418,2266566,2124852,2297613,1368803,928810,1334351,683943,650408,3098,1635,1463,1664062,1076170,587892,1007057,657005,2727356,370759,783505,87178,422620,3876395,488121,3943,913,870,1723,108,19345,94.0,52.0
Bihar,Gopalganj,26.44874364161851,84.34636127167629,217,BIHAR,Gopalganj,2562012,1267666,1294346,1382998,793905,589093,320064,159265,160799,60807,29833,30974,728201,539586,188615,363111,365090,1833811,208959,338666,26049,154527,2119262,436057,2463,271,167,133,28,3631,102.0,54.0
Bihar,Jamui,24.78418380462726,86.26316298200514,238,BIHAR,Jamui,1760405,916064,844341,858588,534385,324203,302649,155849,146800,78793,40185,38608,727571,452288,275283,445352,282219,1032834,156491,331466,105637,133977,1525746,217621,8443,162,159,87,3438,4749,92.0,49.0
Bihar,Jehanabad,25.155679045643165,84.9208124481328,239,BIHAR,Jehanabad,1125313,585582,539731,618881,374412,244469,222974,115034,107940,1285,667,618,365378,266423,98955,251690,113688,759935,86108,179519,15075,84676,1045117,75742,691,148,248,60,58,3249,92.0,55.0
Bihar,Katihar,25.56565356037151,87.70466083591326,212,BIHAR,Katihar,3071029,1600430,1470599,1280190,762256,517934,263100,136429,126671,179971,92190,87781,1013566,760522,253044,667602,345964,2057463,168857,672291,20577,151841,1684589,1365645,8659,2754,212,507,2141,6522,92.0,42.0
Bihar,Khagaria,25.53558891454964,86.56593256351037,223,BIHAR,Khagaria,1666886,883786,783100,768028,461153,306875,247161,130191,116970,675,352,323,560805,398216,162589,306283,254522,1106081,104517,325731,20816,109741,1486989,175588,1253,143,79,86,115,2633,89.0,46.0
Bihar,Kishanganj,26.324336758321294,87.95045007235886,210,BIHAR,Kishanganj,1690400,866970,823430,745056,439921,305135,113118,57964,55154,64224,32506,31718,529064,421192,107872,384416,144648,1161336,107862,321867,11633,87702,531236,1149095,5783,398,183,1476,28,2201,95.0,44.0
Bihar,Lakhisarai,25.183449321266963,86.12825701357468,227,BIHAR,Lakhisarai,1000912,526345,474567,507270,305182,202088,153209,80069,73140,8333,4247,4086,326576,240494,86082,201866,124710,674336,78532,159970,13546,74528,956396,40886,487,140,52,78,52,2821,90.0,51.0
Bihar,Madhepura,25.77341929460581,86.8978443983403,213,BIHAR,Madhepura,2001762,1047559,954203,834577,517666,316911,346275,179337,166938,12532,6442,6090,777546,496046,281500,443507,334039,1224216,190809,484062,16347,86328,1753829,241760,1342,170,60,133,81,4387,91.0,42.0
Bihar,Madhubani,26.41380538172716,86.16328360450552,207,BIHAR,Madhubani,4487379,2329313,2158066,2155338,1340085,815253,587158,303389,283769,3990,2056,1934,1636938,1105947,530991,1074091,562847,2850441,396880,940642,54934,244482,3652168,818912,3262,564,328,442,169,11534,93.0,48.0
Bihar,Munger,25.198537962962963,86.54173672839504,226,BIHAR,Munger,1367765,729041,638724,801817,473741,328076,183846,97195,86651,21404,10995,10409,426658,327453,99205,233402,193256,941107,45953,196449,16690,167566,1252319,110416,1815,338,95,145,61,2576,88.0,59.0
Bihar,Muzaffarpur,26.18664417177915,85.32745092024543,216,BIHAR,Muzaffarpur,4801062,2527497,2273565,2509232,1487117,1022115,751975,393135,358840,5979,3124,2855,1547586,1195308,352278,910304,637282,3253476,273436,769001,65253,439896,4032773,745546,5149,933,288,382,98,15893,90.0,52.0
Bihar,Nalanda,25.229345508982053,85.48053113772461,229,BIHAR,Nalanda,2877653,1497060,1380593,1519933,919558,600375,607672,315240,292432,1442,728,714,1045420,703405,342015,740949,304471,1832233,221240,534021,52585,237574,2669775,198033,1978,393,414,561,64,6435,92.0,53.0
Bihar,Nawada,24.825708836206903,85.61594568965519,237,BIHAR,Nawada,2219146,1144668,1074478,1091012,659474,431538,565112,290050,275062,2045,997,1048,817041,539439,277602,508509,308532,1402105,216400,397505,40018,163118,1964620,244394,1299,250,176,279,80,8048,94.0,49.0
Bihar,Pashchim Champaran,27.16064352201258,84.30265911949685,203,BIHAR,Pashchim Champaran,3935042,2061110,1873932,1759481,1091226,668255,553944,289191,264753,250046,127680,122366,1478947,999282,479665,797544,681403,2456095,217539,998833,38691,223884,3047427,865090,8469,926,1337,296,1895,9602,91.0,45.0
Bihar,Patna,25.40297114503818,85.3198433587787,230,BIHAR,Patna,5838465,3078512,2759953,3459679,2028047,1431632,920918,482088,438830,9069,4717,4352,1881886,1436411,445475,1371267,510619,3956579,271216,658203,85349,867118,5356075,439952,12551,4803,1062,2151,203,21668,90.0,59.0
Bihar,Purba Champaran,26.68129336734693,85.00382155612242,204,BIHAR,Purba Champaran,5099371,2681209,2418162,2276957,1407603,869354,649726,340363,309363,12461,6454,6007,1737539,1260774,476765,1132789,604750,3361832,349032,1057417,46164,284926,4086453,990349,4865,668,878,464,104,15590,90.0,45.0
Bihar,Purnia,25.81714801901739,87.40447606973065,211,BIHAR,Purnia,3264619,1699370,1565249,1332326,805261,527065,390991,203201,187790,139490,71391,68099,1143318,803275,340043,776385,366933,2121301,197424,745015,28840,172039,1989420,1255641,7989,614,353,1450,650,8502,92.0,41.0
Bihar,Rohtas,24.99170460829495,83.9350762672811,234,BIHAR,Rohtas,2959918,1543546,1416372,1799832,1061783,738049,549546,286596,262950,31650,16399,15251,924879,707939,216940,542439,382440,2035039,218087,405544,48512,252736,2645415,300487,2889,2569,1584,252,537,6185,92.0,61.0
Bihar,Saharsa,25.821270696721303,86.54670819672135,214,BIHAR,Saharsa,1900661,997174,903487,804996,506374,298622,317249,164518,152731,6009,3101,2908,649898,456724,193174,363326,286572,1250763,164600,356833,18651,109814,1629254,266620,1292,197,60,109,8,3121,91.0,42.0
Bihar,Samastipur,25.793205563909765,85.94833323308269,221,BIHAR,Samastipur,4261566,2230003,2031563,2142880,1293575,849305,803128,417944,385184,1884,975,909,1343400,1037576,305824,907433,435967,2918166,299039,721629,47917,274815,3800598,452370,2126,554,292,231,112,5283,91.0,50.0
Bihar,Saran,25.89656077844312,84.82266287425155,219,BIHAR,Saran,3951862,2022821,1929041,2157454,1285767,871687,474066,242976,231090,36786,18322,18464,1040231,857660,182571,545520,494711,2911631,232097,493461,42103,272570,3534772,406449,2330,371,229,322,107,7282,95.0,55.0
Bihar,Sheikhpura,25.12472436548223,85.77839390862943,228,BIHAR,Sheikhpura,636342,329743,306599,328676,196431,132245,131115,67582,63533,617,305,312,224655,151569,73086,148002,76653,411687,54511,109696,9917,50531,596102,37653,313,75,41,43,31,2084,93.0,52.0
Bihar,Sheohar,26.458380748663107,85.29539411764709,205,BIHAR,Sheohar,656246,346673,309573,283698,171645,112053,96655,51089,45566,318,177,141,216372,166693,49679,137804,78568,439874,38727,136334,9119,32192,552492,99342,522,216,73,52,44,3505,89.0,43.0
Bihar,Sitamarhi,26.56570069686413,85.61172491289203,206,BIHAR,Sitamarhi,3423574,1803252,1620322,1436794,885188,551606,405714,213624,192090,2989,1585,1404,1114583,865929,248654,753645,360938,2308991,216012,635907,37932,224732,2672311,740101,2897,261,253,188,20,7543,90.0,42.0
Bihar,Siwan,26.1736372013652,84.33766552901022,218,BIHAR,Siwan,3330464,1675090,1655374,1930175,1115906,814269,386685,195965,190720,87000,43472,43528,932416,730396,202020,462104,470312,2398048,264928,376344,31244,259900,2712635,608282,2618,369,407,359,86,5708,99.0,58.0
Bihar,Supaul,26.28157893772896,86.78496465201461,208,BIHAR,Supaul,2229076,1155283,1073793,1033283,647672,385611,354249,182545,171704,10168,5242,4926,877682,551718,325964,472649,405033,1351394,201882,554271,22555,98974,1809936,409251,3758,271,136,546,42,5136,93.0,46.0
Bihar,Vaishali,25.8134703180212,85.39247597173153,220,BIHAR,Vaishali,3495021,1844535,1650486,1926740,1152576,774164,738031,387827,350204,2274,1232,1042,1060344,858648,201696,716006,344338,2434677,255017,502637,36958,265732,3152346,333980,2203,707,362,246,71,5106,89.0,55.0
Chandigarh,Chandigarh,30.7426,76.75872465753424,55,CHANDIGARH,Chandigarh,1055450,580663,474787,805438,465346,340092,199086,106356,92730,0,0,0,404136,328159,75977,385929,18207,651314,2578,1687,4799,395072,852574,51447,8720,138329,1160,1960,246,1014,82.0,76.0
Chhattisgarh,Bastar,19.393866751269048,81.52895126903546,414,CHHATTISGARH,Bastar,1413199,698487,714712,650863,382335,268528,37963,18815,19148,931780,456841,474939,726531,404364,322167,394824,331707,686668,284472,287828,10821,143410,1277975,12413,27951,2099,985,3466,86925,1385,102.0,46.0
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,30,HIMACHAL PRADESH,Bilaspur,381956,192764,189192,287620,155599,132021,98989,50271,48718,10693,5485,5208,205871,111543,94328,103406,102465,176085,127169,4138,2561,72003,371973,6984,236,2387,113,10,7,246,98.0,75.0
